DATA,RESOLUÇÃO,CTT,,DEMANDA,ESCRITÓRIO,ATIVO/RECEPTIVO,DIRETOR,BANCO,COD,  RESPONSAVEL,SITUAÇÃO,0,,,,,,,,,
03/01/2025,06/01/2025,215273,1,VERIFICAR QUITADO CLIENTE,TICKET,RECEPTIVO,ADRIANO,OMNI,FICHA,FABIANA,RESOLVIDO,QUITADO CLIENTE,,,,,,,,,
03/01/2025,06/01/2025,214754,1,"15.000,00",TICKET,RECEPTIVO,LEANDRO,SANTANDER,310,ITAYNNARA,RESOLVIDO,APROVADO,,,,,,,,,
03/01/2025,03/01/2025,191403,1,valores,RECEPTIVO,RECEPTIVO,ADRIANO,BV FINANCEIRA,102.3,KATIA,RESOLVIDO,APROVADO,,,,,,,,,
4/1/2024,06/01/2025,222909,2,"R$ 6.000,00",MONITORAMENTO,RECEPTIVO,,SANTANDER,310,ITAYNNARA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
06/01/2025,06/01/2025,178440,2,50% A 80%,AVULSO,ATIVO,LEANDRO,BV FINANCEIRA,104,ITAYNNARA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,02/01/2025,213845,1,VALORES,,,,,,VITORIA,RESOLVIDO,QUITADO EMPRESA,,,,,,,,,
03/01/2025,07/01/2025,194993,1,BOLETO,AVULSO,ATIVO,ADRIANO,SANTANDER,312.1,KATIA,RESOLVIDO,EM ACORDO,,,,,,,,,
03/01/2025,07/01/2024,197050,3,"R$ 3.000,00",ELIAMARA JUIZ DE FORA,RECEPTIVO,,BV FINANCEIRA,112.1,AMANDA SANTANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
03/01/2025,03/01/2025,206111,1,"R$ 22.000,00",RECEPTIVO,RECEPTIVO,ADRIANO,BRADESCO,208,VICTOR ADRIANO,RESOLVIDO,QUITADO EMPRESA,,,,,,,,,
03/01/2025,06/01/2025,201438,1,"R$ 13.000,00",RECEPTIVO,RECEPTIVO,LEANDRO,PANAMERICANO,517.1,BRUNO MARIANO,RESOLVIDO,SEM DESCONTO,,,,,,,,,
27/12/2024,07/01/2025,166224,1,"R$ 10.150,00",BRUNA NOVO HAMBURGO,RECEPTIVO,ADRIANO,BV FINANCEIRA,banco,MARIA BRUNA,RESOLVIDO,AT DE PARCELAS,,veificar mês que vem ,,,,,,,
26/12/2024,06/01/2025,215186,1,"R$ 18.000,00",TICKET,RECEPTIVO,ADRIANO,BRADESCO,212,MONYZA,RESOLVIDO,AGÊNCIA,,,,,,,,,
27/12/2024,,218159,1,"R$ 10.000,00",TICKET,RECEPTIVO,LEANDRO,BV FINANCEIRA,101,EDIANE,RESOLVIDO,SEM DESCONTO,,ASSESSORIA Ñ LOCALIZADA,,,,,,,
30/12/2024,06/01/2025,216684,2,VALORES,MONITORAMENTO,RECEPTIVO,ADRIANO,ITAÚ,406,GREICY,RESOLVIDO,,,,,,,,,,
02/01/2025,07/01/2025,189055,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,OMNI,031,JULIANA,RESOLVIDO,QUITADO EMPRESA,,,,,,,,,
02/01/2025,07/01/2025,105782,1,VALORES,ANGELICA ITAJAI,RECEPTIVO,ADRIANO,RENNER,05132843100,VICTOR ADRIANO,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,06/01/2025,159839,1,CLIENTE SOLICITOU CONTATO,AF JURIDICO,RECEPTIVO,LEANDRO,OMNI,BANCO,IZABEL,RESOLVIDO,,,,,,,,,,
02/01/2025,06/01/2025,224484,2,VALORES,OUVIDORIA,RECEPTIVO,ADRIANO,OMNI,41,FABIANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
03/01/2025,06/01/2025,223666,1,"R$ 15.000,00",FINANCEIRO,RECEPTIVO,LEANDRO,C6 BANK,,ALINE SALVADOR,RESOLVIDO,APROVADO,,,,,,,,,
03/01/2025,07/01/2025,146178,3,CLIENTE SOLICITOU CONTATO DO ACORDO,MONITORAMENTO,RECEPTIVO,LEANDRO,VOLKSWAGEN,602.1,FABIANA,RESOLVIDO,INFORMAÇÕES,,,,,,,,,
06/01/2025,06/01/2025,206846,1,SOLICITAR BOLETO DA CAMPANHA APROVADA,RECEPTIVO,RECEPTIVO,LEANDRO,BV FINANCEIRA,139,EDIANE,RESOLVIDO,SEM DESCONTO,,,,,,,,,
03/01/2025,07/01/2025,185426,1,VALORES,MONITORAMENTO,RECEPTIVO,LEANDRO,BRADESCO,218.1,AMANDA SANTANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
04/01/2025,06/01/2025,220363,1,VALORES,RECEPTIVO,RECEPTIVO,ADRIANO,ITAÚ,406,JULIANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,196175,1,50% A 80%,"PASSO FUNDO, RS",ATIVO,ADRIANO,BRADESCO,201,ALINE SALVADOR,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,153002,1,50% A 80%,"VALPARAISO, GO",ATIVO,LEANDRO,BV FINANCEIRA,BANCO,EDIANE,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,07/01/2025,140356,1,50% A 80%,"SÃO JOSÉ, SC",ATIVO,ADRIANO,BRADESCO,AGENCIA,EDIANE,RESOLVIDO,AGUARDANDO RETORNO CLIENTE,,,,,,,,,
02/01/2025,07/01/2025,219843,1,50% A 80%,"SÃO JOSÉ, SC",ATIVO,ADRIANO,BRADESCO,203.8,VICTOR ADRIANO,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,177562,3,50% Á 80%,FABIO NOVO HAMBURGO,ATIVO,ADRIANO,RENNER,05132843100,EDIANE,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,200269,2,50% Á 80%,FABIO NOVO HAMBURGO,ATIVO,ADRIANO,RENNER,05132843100,AMANDA SANTANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,210820,2,50% Á 80%,FABIO NOVO HAMBURGO,ATIVO,ADRIANO,ITAÚ,EMPRÉSTIMO,GREICY,RESOLVIDO,,,,,,,,,,
02/01/2025,07/01/2025,222896,1,50% Á 80%,FABIO NOVO HAMBURGO,ATIVO,ADRIANO,BRADESCO,.,ITAYNNARA,RESOLVIDO,CANCELADO,,,,,,,,,
02/01/2025,06/01/2025,171531,2,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,BV FINANCEIRA,BANCO,EDIANE,RESOLVIDO,AT DE PARCELAS,,,,,,,,,
02/01/2025,07/01/2025,54968,1,VALORES,MONITORAMENTO,ATIVO,LEANDRO,BRADESCO,BANCO,IZABEL,RESOLVIDO,QUITADO CLIENTE,,,,,,,,,
02/01/2025,07/01/2025,200041,1,50% A 80%,"NATAL, RN",ATIVO,ADRIANO,BV FINANCEIRA,BANCO,GREICY,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,181297,1,50% A 80%,"CAXIAS DO SUL, RS",ATIVO,ADRIANO,RENNER,4012,MARIA BRUNA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,06/01/2025,181412,1,50% A 80%,"CAXIAS DO SUL, RS",ATIVO,ADRIANO,ITAÚ,BANCO,MONYZA,RESOLVIDO,QUITADO CLIENTE,,,,,,,,,
02/01/2025,07/01/2025,210947,1,50% A 80%,"CAXIAS DO SUL, RS",ATIVO,ADRIANO,RENNER,05132843100,IZABEL,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,214019,1,50% A 80%,"CAXIAS DO SUL, RS",ATIVO,ADRIANO,PANAMERICANO,535.2,SOFIA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,07/01/2025,196895,1,VALORES,MICHEL BH,ATIVO,LEANDRO,BV FINANCEIRA,106,BRUNO MARIANO,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,212891,2,50% A 80%,"JUIZ DE FORA, MG",ATIVO,LEANDRO,BRADESCO,CARTÃO,FABIANA,RESOLVIDO,,,,,,,,,,
02/01/2025,06/01/2025,221932,1,50% A 80%,"JUIZ DE FORA, MG",ATIVO,LEANDRO,ITAÚ,401,MARIA BRUNA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,222076,1,50% A 80%,"JUIZ DE FORA, MG",ATIVO,LEANDRO,BV FINANCEIRA,102,MONYZA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,93360,1,50% A 80%,"JOINVILLE, SC",ATIVO,ADRIANO,BRADESCO,1489whats,EDIANE,RESOLVIDO,QUITADO EMPRESA,,,,,,,,,
02/01/2025,06/01/2025,194341,1,50% A 80%,"JOINVILLE, SC",ATIVO,ADRIANO,ITAÚ,CARTÃO,MONYZA,RESOLVIDO,REFINANCIAMENTO,,,,,,,,,
02/01/2025,07/01/2025,198255,1,50% A 80%,"JOINVILLE, SC",ATIVO,ADRIANO,OMNI,45,MONYZA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,209598,2,50% A 80%,"JOINVILLE, SC",ATIVO,ADRIANO,BRADESCO,212,FABIANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,213611,1,50% A 80%,"JOINVILLE, SC",ATIVO,ADRIANO,BV FINANCEIRA,106.,MONYZA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,215498,1,50% A 80%,"JOINVILLE, SC",ATIVO,ADRIANO,RENNER,05132843100,EDIANE,RESOLVIDO,AGUARDANDO PROCURAÇÃO,,,,,,,,,
02/01/2025,07/01/2025,166088,1,50% A 80%,"RIO DE JANEIRO, RECREIO, RJ",ATIVO,FECHADO,VOLKSWAGEN,601.1,FABIANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,06/01/2025,141589,1,50% A 80%,"VOLTA REDONDA, RJ",ATIVO,LEANDRO,SANTANDER,BANCO,MARIA BRUNA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,06/01/2025,228638,1,VALORES,AVULSO,ATIVO,LEANDRO,BV FINANCEIRA,120,JULIA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,206356,1,50% A 80%,"PORTO ALEGRE, CENTRO HISTÓRICO, RS",ATIVO,ADRIANO,PANAMERICANO,504,FABIANA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,07/01/2025,208636,2,50% A 80%,"PORTO ALEGRE, CENTRO HISTÓRICO, RS",ATIVO,ADRIANO,OMNI,37.1,MARIA BRUNA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,211128,1,50% A 80%,"PORTO ALEGRE, CENTRO HISTÓRICO, RS",ATIVO,ADRIANO,RENNER,05132843100,EDIANE,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,213683,1,50% A 80%,"PASSO FUNDO, RS",ATIVO,ADRIANO,BRADESCO,BANCO,VICTOR ADRIANO,RESOLVIDO,SEM DESCONTO,*NEGOCIADO POR BRUNO,,,,,,,,
02/01/2025,07/01/2025,211729,1,50% A 80%,"NATAL, RN",ATIVO,ADRIANO,BV FINANCEIRA,108.2,MARIA BRUNA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,213275,1,50% A 80%,"NATAL, RN",ATIVO,ADRIANO,SANTANDER,EMPRESTIMO,MONYZA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,06/01/2025,215244,1,"R$ 10.000,00",RECEPTIVO,RECEPTIVO,ADRIANO,BRADESCO,215,GREICY,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,217913,1,50% A 80%,"NATAL, RN",ATIVO,ADRIANO,BRADESCO,213.4,ITAYNNARA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,222964,1,50% A 80%,"NATAL, RN",ATIVO,ADRIANO,BV FINANCEIRA,120,JULIA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,217554,3,50% A 80%,"BELO HORIZONTE, PHI, MG",ATIVO,LEANDRO,BRADESCO,259,IZABEL,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,06/01/2025,191802,1,50% A 80%,"CAMPO GRANDE, MS",ATIVO,LEANDRO,VOLKSWAGEN,602,MONYZA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,199143,1,50% A 80%,"CAMPO GRANDE, MS",ATIVO,LEANDRO,OMNI,BANCO,JULIANA,RESOLVIDO,QUITADO EMPRESA,,,,,,,,,
02/01/2025,07/01/2025,164914,1,50% A 80%,REVERSÃO,ATIVO,FECHADO,RENNER,4012,MONYZA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,08/01/2025,182908,1,50% A 80%,REVERSÃO,ATIVO,FECHADO,BV FINANCEIRA,BANCO,JULIANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,197522,2,50% A 80%,"VALPARAISO, GO",ATIVO,LEANDRO,SANTANDER,310,ITAYNNARA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,08/01/2025,204268,1,50% A 80%,"VALPARAISO, GO",ATIVO,LEANDRO,BV FINANCEIRA,BANCO,JULIANA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,07/01/2025,218479,1,50% A 80%,"VALPARAISO, GO",ATIVO,LEANDRO,PANAMERICANO,BANCO,MARIA BRUNA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,128093,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,VOLKSWAGEN,608.1,JULIANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,156320,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,SANTANDER,304,EDIANE,RESOLVIDO,QUITADO CLIENTE,,,,,,,,,
02/01/2025,06/01/2025,159657,2,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,BRADESCO,206.1,JULIANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,178477,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,PANAMERICANO,BANCO,MARIA BRUNA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,07/01/2025,185310,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,BRADESCO,BANCO,JULIA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,189308,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,OMNI,BANCO,IZABEL,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,07/01/2025,191043,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,PANAMERICANO,535,BRUNO MARIANO,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,199662,2,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,SANTANDER,337,ITAYNNARA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,07/01/2025,199778,2,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,BRADESCO,203.8,MARIA BRUNA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,201169,2,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,BV FINANCEIRA,108,MONYZA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,06/01/2025,206004,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,BRADESCO,213.4,GREICY,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,207246,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,OMNI,BANCO,JULIANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,215690,2,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,BRADESCO,BANCO,MARIA BRUNA,RESOLVIDO,AGÊNCIA,,,,,,,,,
02/01/2025,07/01/2025,217969,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,PANAMERICANO,535,JULIA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,222016,2,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,BRADESCO,203.8,ITAYNNARA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,223038,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,PANAMERICANO,BANCO,MARIA BRUNA,RESOLVIDO,CANCELADO,,,,,,,,,
02/01/2025,06/01/2025,202261,1,50% A 80%,"TRAMANDAI, RS",ATIVO,ADRIANO,RENNER,4012 - tabor,MONYZA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,06/01/2025,204097,1,50% A 80%,"TRAMANDAI, RS",ATIVO,ADRIANO,SANTANDER,BANCO,JULIA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,208767,2,50% A 80%,"TRAMANDAI, RS",ATIVO,ADRIANO,TOYOTA,808,ITAYNNARA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,210526,1,50% A 80%,"TRAMANDAI, RS",ATIVO,ADRIANO,ITAÚ,401,MARIA BRUNA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,07/01/2025,213529,1,50% A 80%,"TRAMANDAI, RS",ATIVO,ADRIANO,SANTANDER,banco,GREICY,RESOLVIDO,APREENDIDO,,,,,,,,,
02/01/2025,07/01/2025,219050,1,50% A 80%,"TRAMANDAI, RS",ATIVO,ADRIANO,PANAMERICANO,BANCO,VITORIA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,07/01/2025,103631,1,50% A 80%,"MOSSORÓ, RN",ATIVO,LEANDRO,OMNI,39,MARIA BRUNA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,136231,1,50% A 80%,"MOSSORÓ, RN",ATIVO,LEANDRO,PANAMERICANO,516,MARIA BRUNA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,216279,1,50% A 80%,REVERSÃO,ATIVO,FECHADO,PANAMERICANO,517.1,JULIA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,07/01/2025,217006,1,50% A 80%,REVERSÃO,ATIVO,FECHADO,ITAÚ,BANCO,JULIANA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,07/01/2025,217315,1,50% A 80%,REVERSÃO,ATIVO,FECHADO,BRADESCO,BANCO,VICTOR ADRIANO,RESOLVIDO,CANCELADO,,,,,,,,,
02/01/2025,07/01/2025,220472,1,50% A 80%,REVERSÃO,ATIVO,FECHADO,BV FINANCEIRA,139,MARIA BRUNA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,07/01/2025,221000,1,50% A 80%,REVERSÃO,ATIVO,FECHADO,SANTANDER,304,EDIANE,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,07/01/2025,221238,1,50% A 80%,REVERSÃO,ATIVO,FECHADO,SANTANDER,359.2,KATIA,RESOLVIDO,QUITADO EMPRESA,,,,,,,,,
02/01/2025,07/01/2025,222424,1,50% A 80%,REVERSÃO,ATIVO,FECHADO,BV FINANCEIRA,104,FABIANA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,06/01/2025,100675,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,RENNER,4033,MARIA BRUNA,RESOLVIDO,QUITADO EMPRESA,,,,,,,,,
02/01/2025,07/01/2025,102281,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,OMNI,FICHA CLIENTE,MONYZA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,105381,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,OMNI,FICHA CLIENTE,EDIANE,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,106141,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,PANAMERICANO,517.1,KATIA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,111181,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,BV FINANCEIRA,129,GREICY,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,134628,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,VOLKSWAGEN,607,IZABEL,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,139785,2,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,RENNER,4005,ITAYNNARA,RESOLVIDO,QUITADO CLIENTE,,,,,,,,,
02/01/2025,07/01/2025,139996,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,VOLKSWAGEN,602,ITAYNNARA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,148915,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,RENNER,4025,,RESOLVIDO,CANCELADO,,,,,,,,,
02/01/2025,06/01/2025,154027,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,BRADESCO,318,KATIA,RESOLVIDO,,,,,,,,,,
02/01/2025,07/01/2025,154258,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,BRADESCO,283,JULIA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,07/01/2025,168854,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,BRADESCO,BANCO,FABIANA,RESOLVIDO,QUITADO EMPRESA,,,,,,,,,
02/01/2025,07/01/2025,169586,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,BV FINANCEIRA,139,MARIA BRUNA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,06/01/2025,171531,2,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,BV FINANCEIRA,BANCO,MARIA BRUNA,RESOLVIDO,,CLIENTE NUNCA DEIXOU DE PAGAR AS PARCELAS,,,,,,,,
02/01/2025,07/01/2025,172480,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,OMNI,FICHA CLIENTE,,RESOLVIDO,QUITADO EMPRESA,,,,,,,,,
02/01/2025,07/01/2025,173917,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,RENNER,4012,EDIANE,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,174867,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,VOLKSWAGEN,608.1,JULIA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,06/01/2025,176402,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,OMNI,BANCO,JULIANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,181722,2,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,ITAÚ,404,MONYZA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,07/01/2025,182288,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,BRADESCO,206.1,EDIANE,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,183849,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,BV FINANCEIRA,102,JULIA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,07/01/2025,187384,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,RCI,1003,FABIANA,RESOLVIDO,QUITADO EMPRESA,,,,,,,,,
02/01/2025,06/01/2025,188602,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,RENNER,4012,MARIA BRUNA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,06/01/2025,190898,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,BV FINANCEIRA,101,JULIA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,07/01/2025,193648,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,RENNER,4012,MARIA BRUNA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,193819,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,BV FINANCEIRA,102.7,EDIANE,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,06/01/2025,194503,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,BRADESCO,202.3,JULIA,RESOLVIDO,,,,,,,,,,
02/01/2025,07/01/2025,196250,2,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,BV FINANCEIRA,102,AMANDA SANTANA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,07/01/2025,196267,2,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,BRADESCO,326,ITAYNNARA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,196315,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,BRADESCO,212,ITAYNNARA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,196567,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,BRADESCO,203.8,MARIA BRUNA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,06/01/2025,196885,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,VOLKSWAGEN,619,EDIANE,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,198223,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,PANAMERICANO,532,VITORIA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,07/01/2025,198387,1,"R$ 7.000,00","NOVO HAMBURGO, CENTRO, RS",RECEPTIVO,ADRIANO,OMNI,68,IZABEL,RESOLVIDO,,,,,,,,,,
02/01/2025,07/01/2025,198556,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,BV FINANCEIRA,108.1,BRUNO MARIANO,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,07/01/2025,198593,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,RENNER,4005,ALINE SALVADOR,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,06/01/2025,198738,2,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,BV FINANCEIRA,102,MARIA BRUNA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,07/01/2025,199490,1,50% A 80%,"Novo Hamburgo, Centro, RS",ATIVO,ADRIANO,BV FINANCEIRA,102,ITAYNNARA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
